user_id,age,location,time_spent,type
342,26,Madrid,111,Empleado
343,25,Madrid,69,Empleado
344,69,Barcelona,106,Retirado
345,68,Barcelona,115,Retirado
346,89,Valencia,98,Retirado
347,34,Barcelona,70,Empleado
348,24,Sevilla,110,Empleado
349,53,Valencia,152,Empresario
350,59,Barcelona,110,Sin empleo
351,24,Sevilla,66,Empleado
352,66,Valencia,175,Retirado
353,90,Valencia,56,Retirado
354,68,Valencia,138,Retirado
355,76,Valencia,99,Retirado
356,54,Barcelona,31,Empleado
357,49,Madrid,53,Funcionario
358,56,Valencia,160,Empleado
359,83,Valencia,96,Sin empleo
360,80,Madrid,38,Retirado
361,18,Madrid,146,Sin empleo
362,67,Sevilla,105,Retirado
363,33,Madrid,33,Sin empleo
364,44,Sevilla,75,Empleado
365,54,Sevilla,111,Empresario
366,68,Barcelona,109,Retirado
367,66,Madrid,174,Retirado
368,22,Valencia,131,Sin empleo
369,73,Valencia,89,Retirado
370,71,Valencia,76,Retirado
371,88,Valencia,86,Retirado
372,40,Sevilla,159,Empleado
373,55,Barcelona,143,Empleado
374,71,Valencia,76,Retirado
375,75,Barcelona,71,Retirado
376,83,Sevilla,179,Retirado
377,24,Valencia,51,Sin empleo
378,86,Barcelona,53,Retirado
379,26,Barcelona,61,Estudiante
380,25,Barcelona,165,Empleado
381,50,Valencia,49,Empleado
382,26,Barcelona,161,Empleado
383,25,Valencia,125,Empresario
384,89,Sevilla,118,Retirado
385,88,Sevilla,39,Retirado
386,76,Barcelona,156,Retirado
387,55,Barcelona,145,Sin empleo
388,77,Valencia,119,Retirado
389,37,Valencia,47,Empresario
390,30,Sevilla,67,Sin empleo
391,25,Barcelona,168,Empleado
392,79,Madrid,75,Retirado
393,37,Madrid,166,Empleado
394,43,Barcelona,178,Funcionario
395,81,Valencia,83,Retirado
396,48,Valencia,148,Funcionario
397,62,Sevilla,81,Funcionario
398,60,Valencia,157,Empleado
399,61,Sevilla,152,Empleado
400,49,Madrid,134,Sin empleo
401,86,Madrid,62,Retirado
402,24,Barcelona,177,Estudiante
403,40,Barcelona,103,Empleado
404,44,Sevilla,145,Empleado
405,84,Barcelona,33,Sin empleo
406,85,Barcelona,104,Empresario
407,64,Valencia,38,Empleado
408,82,Sevilla,46,Retirado
409,52,Madrid,81,Funcionario
410,36,Valencia,30,Funcionario
411,33,Sevilla,127,Empleado
412,59,Valencia,162,Empleado
413,39,Barcelona,150,Funcionario
414,70,Sevilla,180,Retirado
415,65,Barcelona,103,Retirado
416,23,Barcelona,113,Estudiante
417,53,Sevilla,62,Empleado
418,36,Valencia,57,Empleado
419,76,Valencia,63,Retirado
420,62,Barcelona,58,Funcionario
421,74,Barcelona,35,Retirado
422,50,Barcelona,46,Empresario
423,27,Sevilla,148,Empleado
424,82,Valencia,135,Retirado
425,34,Madrid,127,Empleado
426,81,Sevilla,31,Sin empleo
427,63,Madrid,134,Empleado
428,89,Madrid,79,Retirado
429,65,Valencia,122,Retirado
430,34,Barcelona,65,Empleado
431,32,Sevilla,104,Funcionario
432,85,Valencia,75,Retirado
433,47,Sevilla,150,Sin empleo
434,66,Sevilla,41,Retirado
435,20,Sevilla,66,Estudiante
436,18,Sevilla,151,Empresario
437,77,Valencia,156,Retirado
438,27,Madrid,56,Empleado
439,50,Sevilla,128,Empleado
440,68,Valencia,44,Retirado
441,21,Madrid,163,Empleado
442,59,Valencia,63,Empleado
443,30,Madrid,142,Empleado
444,75,Barcelona,158,Retirado
445,74,Madrid,36,Empresario
446,44,Sevilla,72,Empleado
447,61,Barcelona,50,Empleado
448,71,Sevilla,104,Retirado
449,50,Madrid,172,Sin empleo
450,19,Barcelona,85,Estudiante
451,47,Madrid,165,Empleado
452,42,Valencia,179,Empleado
453,68,Sevilla,178,Retirado
454,87,Valencia,86,Retirado
455,76,Sevilla,157,Retirado
456,43,Barcelona,86,Funcionario
457,38,Valencia,92,Funcionario
458,89,Madrid,148,Retirado
459,49,Madrid,154,Empleado
460,84,Valencia,48,Retirado
461,87,Barcelona,91,Empresario
462,46,Valencia,100,Empleado
463,39,Madrid,165,Empleado
464,61,Barcelona,44,Empleado
465,42,Valencia,144,Empleado
466,52,Barcelona,42,Funcionario
467,80,Madrid,154,Retirado
468,40,Madrid,43,Funcionario
469,27,Valencia,127,Estudiante
470,26,Sevilla,104,Empleado
471,84,Sevilla,132,Retirado
472,56,Sevilla,121,Empleado
473,48,Sevilla,149,Empresario
474,43,Madrid,105,Empleado
475,66,Barcelona,122,Retirado
476,49,Madrid,175,Empleado
477,27,Madrid,68,Empleado
478,59,Madrid,46,Retirado
479,50,Madrid,32,Funcionario
480,86,Valencia,167,Retirado
481,78,Madrid,145,Retirado
482,60,Sevilla,38,Empleado
483,32,Madrid,121,Empleado
484,35,Madrid,63,Empleado
485,63,Valencia,157,Empleado
486,88,Sevilla,69,Retirado
487,88,Valencia,144,Retirado
488,46,Barcelona,121,Retirado
489,34,Madrid,139,Empleado
490,22,Valencia,174,Empleado
491,50,Barcelona,178,Empresario
492,61,Madrid,156,Empleado
493,87,Valencia,63,Retirado
494,34,Sevilla,43,Empleado
495,85,Sevilla,81,Retirado
496,31,Sevilla,137,Empresario
497,52,Valencia,104,Empresario
498,54,Madrid,95,Empleado
499,39,Madrid,124,Empleado
500,75,Sevilla,132,Retirado
501,65,Valencia,75,Retirado
502,67,Valencia,116,Retirado
503,42,Madrid,147,Funcionario
504,89,Sevilla,164,Retirado
505,55,Sevilla,78,Funcionario
506,79,Sevilla,151,Retirado
507,55,Valencia,171,Empresario
508,61,Valencia,100,Funcionario
509,63,Sevilla,109,Retirado
510,62,Valencia,78,Empresario
511,25,Valencia,90,Empresario
512,76,Barcelona,119,Sin empleo
513,55,Barcelona,112,Sin empleo
514,31,Sevilla,54,Empleado
515,31,Madrid,164,Empleado
516,52,Sevilla,150,Empleado
517,33,Valencia,100,Empleado
518,51,Sevilla,147,Empleado
519,52,Sevilla,159,Empleado
520,43,Valencia,58,Empleado
521,53,Madrid,140,Funcionario
522,83,Madrid,142,Retirado
523,40,Sevilla,111,Empresario
524,42,Madrid,120,Empleado
525,87,Sevilla,81,Retirado
526,56,Barcelona,150,Empleado
527,83,Valencia,153,Retirado
528,73,Valencia,65,Retirado
529,75,Madrid,134,Retirado
530,52,Madrid,177,Empleado
531,52,Madrid,129,Sin empleo
532,49,Barcelona,127,Empresario
533,83,Valencia,91,Retirado
534,36,Valencia,38,Funcionario
535,31,Valencia,122,Empleado
536,21,Barcelona,31,Sin empleo
537,38,Barcelona,161,Empleado
538,27,Sevilla,104,Sin empleo
539,84,Sevilla,138,Retirado
540,86,Barcelona,174,Retirado
541,59,Valencia,158,Empleado
542,86,Barcelona,131,Retirado
543,59,Barcelona,107,Empresario
544,25,Sevilla,168,Empleado
545,76,Sevilla,52,Retirado
546,64,Madrid,108,Funcionario
547,39,Valencia,137,Empleado
548,58,Sevilla,121,Empleado
549,25,Madrid,95,Estudiante
550,83,Sevilla,125,Retirado
551,27,Madrid,134,Empleado
552,65,Madrid,33,Empresario
553,43,Sevilla,157,Funcionario
554,33,Sevilla,134,Funcionario
555,66,Barcelona,45,Retirado
556,20,Valencia,63,Empleado
557,20,Barcelona,141,Empleado
558,54,Barcelona,44,Empresario
559,18,Barcelona,53,Sin empleo
560,37,Valencia,120,Sin empleo
561,55,Valencia,173,Empleado
562,54,Barcelona,70,Empresario
563,45,Valencia,145,Funcionario
564,59,Madrid,119,Empleado
565,72,Sevilla,51,Retirado
566,42,Madrid,103,Funcionario
567,21,Valencia,160,Estudiante
568,80,Valencia,64,Retirado
569,67,Barcelona,37,Retirado
570,59,Madrid,118,Sin empleo
571,51,Madrid,121,Empleado
572,81,Madrid,130,Retirado
573,51,Valencia,120,Empleado
574,51,Sevilla,161,Empleado
575,40,Valencia,51,Empresario
576,70,Madrid,155,Retirado
577,77,Sevilla,117,Retirado
578,46,Madrid,160,Funcionario
579,41,Valencia,67,Empresario
580,31,Barcelona,59,Empleado
581,87,Barcelona,136,Empresario
582,27,Barcelona,57,Empleado
583,73,Sevilla,164,Retirado
584,72,Valencia,43,Retirado
585,87,Barcelona,139,Retirado
586,52,Barcelona,93,Empleado
587,53,Sevilla,95,Funcionario
588,32,Sevilla,150,Funcionario
589,73,Barcelona,86,Retirado
590,24,Madrid,168,Empleado
591,70,Barcelona,101,Retirado
592,18,Madrid,148,Empleado
593,76,Barcelona,172,Retirado
594,56,Barcelona,31,Sin empleo
595,64,Valencia,100,Funcionario
596,23,Valencia,161,Sin empleo
597,27,Barcelona,53,Empleado
598,68,Valencia,46,Retirado
599,74,Madrid,60,Retirado
600,67,Barcelona,130,Retirado
601,59,Sevilla,146,Empresario
602,37,Madrid,77,Funcionario
603,45,Madrid,78,Sin empleo
604,69,Valencia,37,Empresario
605,90,Barcelona,45,Retirado
606,27,Barcelona,175,Empleado
607,65,Valencia,47,Empresario
608,26,Barcelona,177,Sin empleo
609,89,Valencia,143,Retirado
610,21,Sevilla,50,Estudiante
611,83,Sevilla,128,Retirado
612,81,Barcelona,146,Retirado
613,90,Barcelona,139,Retirado
614,46,Madrid,31,Sin empleo
615,89,Madrid,59,Retirado
616,67,Valencia,43,Retirado
617,81,Sevilla,80,Retirado
618,81,Barcelona,139,Retirado
619,84,Sevilla,106,Retirado
620,24,Valencia,43,Empleado
621,44,Valencia,98,Empleado
622,80,Barcelona,169,Retirado
623,29,Madrid,164,Empleado
624,27,Madrid,159,Estudiante
625,54,Valencia,80,Funcionario
626,50,Barcelona,93,Funcionario
627,76,Madrid,102,Retirado
628,54,Barcelona,88,Funcionario
629,82,Valencia,87,Retirado
630,30,Madrid,150,Empleado
631,78,Barcelona,62,Retirado
632,34,Sevilla,32,Sin empleo
633,58,Sevilla,71,Empleado
634,50,Madrid,131,Funcionario
635,47,Valencia,147,Empleado
636,38,Barcelona,67,Empresario
637,58,Valencia,176,Funcionario
638,61,Barcelona,68,Empresario
639,72,Valencia,59,Empresario
640,39,Sevilla,88,Sin empleo
641,71,Sevilla,67,Retirado
642,25,Madrid,59,Estudiante
643,85,Barcelona,135,Retirado
644,60,Barcelona,120,Empleado
645,39,Madrid,52,Empresario
646,73,Sevilla,133,Retirado
647,30,Sevilla,77,Funcionario
648,42,Barcelona,43,Empleado
649,42,Madrid,160,Empleado
650,33,Madrid,33,Sin empleo
651,70,Madrid,73,Retirado
652,65,Sevilla,129,Retirado
653,40,Valencia,156,Funcionario
654,67,Sevilla,125,Retirado
655,55,Valencia,77,Empleado
656,85,Sevilla,102,Retirado
657,65,Madrid,136,Retirado
658,28,Madrid,161,Empleado
659,50,Madrid,123,Empleado
660,73,Sevilla,120,Retirado
661,58,Valencia,112,Empleado
662,60,Barcelona,98,Empresario
663,47,Madrid,127,Empleado
664,39,Madrid,128,Empleado
665,45,Madrid,108,Sin empleo
666,88,Sevilla,156,Retirado
667,47,Madrid,42,Empleado
668,48,Madrid,37,Empleado
669,35,Barcelona,90,Empleado
670,47,Barcelona,39,Empleado
671,41,Valencia,108,Empleado
672,24,Sevilla,32,Empleado
673,85,Valencia,72,Sin empleo
674,79,Valencia,44,Retirado
675,87,Sevilla,50,Retirado
676,42,Sevilla,43,Empleado
677,49,Barcelona,30,Funcionario
678,80,Madrid,131,Empresario
679,52,Madrid,166,Empleado
680,21,Madrid,30,Estudiante
681,24,Sevilla,102,Estudiante
682,46,Madrid,179,Funcionario
683,70,Madrid,81,Retirado
684,70,Valencia,154,Retirado
685,55,Valencia,118,Sin empleo
686,19,Barcelona,179,Empleado
687,70,Valencia,178,Sin empleo
688,71,Valencia,164,Retirado
689,54,Barcelona,152,Empleado
690,60,Barcelona,76,Sin empleo
691,36,Madrid,91,Funcionario
692,73,Madrid,99,Empresario
693,72,Madrid,85,Retirado
694,47,Valencia,51,Empleado
695,83,Valencia,60,Sin empleo
696,34,Valencia,53,Empleado
697,51,Barcelona,155,Empleado
698,20,Valencia,44,Sin empleo
699,47,Madrid,166,Empresario
700,34,Madrid,116,Funcionario
701,24,Sevilla,67,Empleado
702,64,Valencia,108,Sin empleo
703,62,Barcelona,176,Sin empleo
704,71,Sevilla,91,Retirado
705,83,Sevilla,178,Retirado
706,60,Barcelona,37,Empresario
707,85,Valencia,144,Retirado
708,40,Valencia,30,Empleado
709,47,Barcelona,179,Empleado
710,50,Madrid,157,Funcionario
711,32,Barcelona,50,Empleado
712,55,Valencia,139,Funcionario
713,33,Valencia,36,Funcionario
714,51,Sevilla,100,Empleado
715,66,Madrid,38,Retirado
716,78,Valencia,68,Retirado
717,47,Valencia,108,Empleado
718,31,Madrid,140,Sin empleo
719,19,Barcelona,138,Estudiante
720,43,Madrid,118,Empleado
721,78,Barcelona,124,Retirado
722,51,Valencia,135,Empleado
723,50,Madrid,36,Empleado
724,42,Barcelona,48,Empleado
725,40,Sevilla,64,Empleado
726,44,Madrid,95,Empleado
727,39,Sevilla,146,Empleado
728,42,Madrid,119,Funcionario
729,80,Barcelona,174,Retirado
730,75,Sevilla,110,Retirado
731,36,Madrid,95,Empresario
732,61,Barcelona,110,Funcionario
733,28,Sevilla,162,Empleado
734,74,Barcelona,108,Retirado
735,57,Valencia,156,Empleado
736,86,Madrid,134,Retirado
737,59,Sevilla,51,Funcionario
738,29,Valencia,135,Empresario
739,21,Madrid,55,Estudiante
740,72,Valencia,71,Empresario
741,30,Sevilla,131,Empleado
742,61,Valencia,67,Funcionario
743,86,Valencia,86,Retirado
744,26,Sevilla,113,Empleado
745,55,Valencia,34,Empleado
746,31,Barcelona,120,Empleado
747,58,Sevilla,121,Empleado
748,81,Sevilla,34,Retirado
749,85,Madrid,74,Retirado
750,45,Sevilla,74,Sin empleo
751,84,Valencia,152,Retirado
752,18,Valencia,97,Sin empleo
753,73,Sevilla,63,Sin empleo
754,31,Valencia,134,Empleado
755,73,Sevilla,51,Retirado
756,62,Barcelona,156,Empleado
757,88,Valencia,34,Retirado
758,58,Barcelona,66,Empleado
759,43,Barcelona,35,Sin empleo
760,57,Sevilla,120,Sin empleo
761,88,Madrid,158,Retirado
762,59,Valencia,135,Empleado
763,72,Barcelona,131,Retirado
764,87,Sevilla,147,Retirado
765,84,Sevilla,68,Retirado
766,78,Sevilla,107,Retirado
767,60,Sevilla,114,Empleado
768,71,Madrid,39,Retirado
769,83,Valencia,180,Empresario
770,35,Madrid,67,Sin empleo
771,31,Madrid,97,Sin empleo
772,55,Madrid,43,Sin empleo
773,67,Valencia,132,Retirado
774,20,Sevilla,74,Sin empleo
775,78,Barcelona,93,Retirado
776,26,Madrid,50,Sin empleo
777,60,Sevilla,98,Empleado
778,49,Valencia,44,Empleado
779,19,Sevilla,166,Empleado
780,89,Sevilla,39,Retirado
781,73,Barcelona,37,Retirado
782,19,Sevilla,164,Sin empleo
783,28,Valencia,103,Sin empleo
784,53,Madrid,139,Funcionario
785,76,Barcelona,68,Retirado
786,58,Valencia,88,Funcionario
787,59,Sevilla,150,Funcionario
788,75,Sevilla,57,Retirado
789,54,Madrid,95,Funcionario
790,43,Valencia,86,Estudiante
791,59,Madrid,42,Empleado
792,42,Valencia,71,Sin empleo
793,50,Valencia,94,Empleado
794,65,Barcelona,55,Retirado
795,73,Valencia,88,Retirado
796,22,Valencia,156,Sin empleo
797,56,Valencia,106,Empleado
798,90,Barcelona,120,Retirado
799,75,Madrid,82,Retirado
800,75,Madrid,174,Retirado
801,39,Madrid,87,Funcionario
802,82,Sevilla,65,Retirado
803,69,Madrid,38,Retirado
804,18,Madrid,152,Empleado
805,48,Valencia,76,Funcionario
806,83,Sevilla,55,Retirado
807,54,Valencia,65,Funcionario
808,71,Sevilla,54,Retirado
809,46,Barcelona,128,Sin empleo
810,61,Madrid,117,Sin empleo
811,47,Barcelona,126,Funcionario
812,23,Sevilla,117,Empleado
813,73,Barcelona,156,Retirado
814,45,Valencia,31,Empleado
815,52,Valencia,124,Funcionario
816,33,Sevilla,114,Empleado
817,35,Barcelona,80,Empleado
818,28,Madrid,32,Sin empleo
819,20,Madrid,46,Empresario
820,24,Barcelona,76,Empleado
821,82,Valencia,130,Retirado
822,18,Barcelona,45,Estudiante
823,89,Barcelona,122,Retirado
824,35,Madrid,146,Sin empleo
825,86,Madrid,59,Retirado
826,21,Madrid,75,Estudiante
827,55,Sevilla,63,Funcionario
